Position,Genre,Age,Nationality,Needs to be relocated,Years of experience,Number of previous companies,Desired salary,Interested in freelance positions,Interested in permanent positions,Human resource score,Tech score,Exam score,Average score,Offer,Hired
CTO,Male,43,French,False,20,8,70000,False,False,2,2,1,1.67,69251,True
CTO,Female,47,Indian,False,20,1,70000,True,False,1,1,4,2.0,68400,False
Software architect,Male,34,Turkish,True,10,6,55000,True,True,4,2,0,2.0,49666,True
Software architect,Female,35,Indian,False,10,4,55000,False,True,4,2,3,3.0,51966,False
Software developer,Male,38,Italian,False,9,6,29000,True,False,3,2,2,2.33,25847,True
Sysops,Female,36,Italian,False,7,2,273000,False,False,2,1,4,2.33,259535,True
Devops,Male,39,Indian,False,12,5,48000,False,False,1,3,4,2.67,39104,True
CTO,Male,49,Turkish,False,20,18,70000,False,True,3,0,4,2.33,62539,True
Scrum master,Male,41,Turkish,False,19,10,47000,True,False,4,0,1,1.67,39604,False
CTO,Male,46,Portuguese,False,20,13,70000,False,False,0,3,3,2.0,62362,True
Sysops,Female,36,Italian,False,7,1,273000,True,False,1,2,4,2.33,260041,True
Software architect,Male,33,British,False,10,5,55000,True,False,0,2,2,1.33,50979,False
Sysops,Female,30,Italian,True,7,4,273000,False,False,1,1,1,1.0,219912,True
Software architect,Female,36,Irish,True,10,1,55000,True,False,3,0,3,2.0,46351,False
CTO,Female,49,Turkish,False,20,5,70000,False,False,0,2,4,2.0,64607,False
Software architect,Male,39,Portuguese,False,10,7,55000,False,False,2,0,3,1.67,52222,True
Product owner,Female,36,Irish,False,12,5,40000,False,True,1,2,1,1.33,35387,False
Sysops,Male,36,Irish,False,7,2,273000,False,True,4,3,4,3.67,267300,True
Software engineer,Male,27,Irish,False,3,1,38000,False,True,3,0,1,1.33,32531,True
Devops,Female,40,Indian,True,12,3,48000,False,True,4,2,3,3.0,38808,False
Software developer,Male,31,Indian,False,9,1,29000,False,False,1,4,4,3.0,24095,True
Software architect,Male,38,Indian,False,10,1,55000,False,True,0,3,1,1.33,53847,False
Scrum master,Female,44,Italian,False,19,6,47000,False,False,0,4,2,2.0,41348,False
CTO,Female,47,French,False,20,16,70000,False,False,0,4,0,1.33,68530,False
Software developer,Female,33,Irish,False,9,1,29000,True,True,2,2,2,2.0,25899,False
Devops,Female,36,Portuguese,False,12,1,48000,False,True,1,2,3,2.0,42207,True
Software architect,Male,38,Italian,False,10,1,55000,False,True,2,0,1,1.0,52307,False
Scrum master,Female,48,Spanish,False,19,18,47000,False,False,4,0,0,1.33,37839,True
Sysops,Male,29,Indian,False,7,3,273000,False,True,2,1,3,2.0,228934,True
Devops,Male,37,Brazilian,False,12,11,48000,False,False,4,0,3,2.33,43550,False
Software engineer,Male,30,Brazilian,False,3,1,38000,False,True,2,0,1,1.0,32231,True
Software engineer,Female,25,Spanish,False,3,1,38000,False,True,4,2,1,2.33,34666,True
Devops,Female,37,French,False,12,9,48000,False,False,4,1,2,2.33,46933,False
Software engineer,Female,31,Turkish,False,3,2,38000,True,True,3,4,2,3.0,30874,True
Software architect,Male,35,Spanish,False,10,7,55000,False,True,1,2,2,1.67,46474,False
Software architect,Female,32,Irish,False,10,8,55000,False,True,2,0,2,1.33,45444,False
Software architect,Female,35,Turkish,True,10,2,55000,True,True,0,0,1,0.33,,
Software engineer,Male,30,British,False,3,1,38000,False,False,2,4,3,3.0,35457,False
CTO,Female,43,Italian,False,20,12,70000,False,False,2,0,2,1.33,63199,True
Software architect,Female,37,Spanish,False,10,7,55000,True,True,4,3,0,2.33,44065,False
Scrum master,Female,42,Spanish,False,19,12,47000,False,True,0,0,3,1.0,44826,False
Scrum master,Male,43,French,False,19,6,47000,False,True,3,2,2,2.33,44349,False
Scrum master,Male,47,Brazilian,False,19,12,47000,True,False,4,1,0,1.67,45326,True
Product owner,Male,36,Portuguese,False,12,4,40000,True,False,3,3,4,3.33,33353,False
Scrum master,Female,42,British,False,19,10,47000,False,True,1,2,4,2.33,40444,False
Software engineer,Female,29,Turkish,False,3,1,38000,False,False,4,4,3,3.67,30756,True
Sysops,Male,31,Irish,True,7,3,273000,True,False,4,4,1,3.0,264740,False
Devops,Male,40,Spanish,True,12,3,48000,False,True,4,2,1,2.33,39294,False
Software architect,Male,33,French,False,10,7,55000,True,False,3,2,1,2.0,47501,True
Software architect,Male,37,Spanish,False,10,1,55000,True,True,3,0,2,1.67,51411,True
Software developer,Male,37,Italian,True,9,7,29000,False,True,0,0,3,1.0,24748,True
Software architect,Male,32,Brazilian,False,10,6,55000,False,True,1,1,1,1.0,46853,False
Sysops,Male,34,Brazilian,False,7,2,273000,True,False,3,0,2,1.67,263525,True
Software developer,Male,31,Irish,False,9,5,29000,True,True,3,3,1,2.33,28444,False
Software engineer,Female,27,British,False,3,2,38000,False,False,3,0,0,1.0,32896,True
Software architect,Male,33,French,False,10,4,55000,False,True,0,2,2,1.33,50640,False
CTO,Male,44,Italian,False,20,14,70000,True,False,0,2,2,1.33,63172,False
Software developer,Female,34,Brazilian,False,9,1,29000,False,False,2,3,1,2.0,26498,False
Software engineer,Female,26,Indian,False,3,2,38000,False,False,1,4,2,2.33,32855,False
Sysops,Male,31,French,False,7,1,273000,False,False,4,4,0,2.67,271477,False
Software architect,Male,36,Indian,False,10,3,55000,False,True,1,4,1,2.0,49590,True
Scrum master,Female,46,Brazilian,False,19,9,47000,False,False,3,3,3,3.0,44064,False
CTO,Female,47,Turkish,False,20,5,70000,False,True,4,2,1,2.33,67768,True
Product owner,Male,34,Italian,True,12,3,40000,False,True,3,3,3,3.0,37648,False
Devops,Female,36,Italian,False,12,3,48000,False,False,2,1,4,2.33,47575,False
Software architect,Male,39,Turkish,False,10,2,55000,False,True,3,4,2,3.0,49240,False
Software engineer,Male,28,Portuguese,True,3,2,38000,True,True,0,4,2,2.0,35227,False
Product owner,Female,36,French,False,12,5,40000,False,True,3,3,2,2.67,33440,True
Software developer,Male,38,Turkish,False,9,6,29000,False,False,3,3,4,3.33,26863,False
Devops,Male,37,Portuguese,False,12,8,48000,False,True,1,3,1,1.67,44945,False
Devops,Male,36,Brazilian,True,12,8,48000,False,False,3,1,1,1.67,46673,True
Devops,Female,34,Turkish,False,12,5,48000,True,True,4,1,3,2.67,38495,False
Devops,Male,39,Indian,False,12,7,48000,False,False,3,0,1,1.33,40473,True
Sysops,Male,29,Portuguese,False,7,5,273000,False,True,1,2,2,1.67,253245,True
Software engineer,Female,28,Turkish,False,3,1,38000,False,False,1,2,0,1.0,34454,False
CTO,Male,45,Indian,True,20,11,70000,False,False,0,0,0,0.0,,
Product owner,Male,38,Spanish,True,12,10,40000,False,True,4,4,2,3.33,39467,True
Software architect,Male,37,Brazilian,False,10,4,55000,True,True,4,1,3,2.67,48144,True
Software developer,Male,37,Turkish,True,9,4,29000,False,False,0,4,4,2.67,27029,False
Product owner,Female,36,Italian,False,12,5,40000,False,False,1,1,1,1.0,36391,True
Scrum master,Female,48,Italian,False,19,6,47000,False,False,1,4,2,2.33,39708,False
Scrum master,Female,46,Portuguese,False,19,7,47000,False,True,1,1,3,1.67,45433,True
CTO,Female,48,British,True,20,3,70000,False,True,3,2,4,3.0,59746,True
CTO,Male,45,Spanish,False,20,7,70000,False,True,1,2,3,2.0,61904,True
CTO,Male,47,Italian,False,20,16,70000,False,True,3,0,4,2.33,58600,True
Sysops,Female,35,Indian,False,7,1,273000,False,False,1,1,0,0.67,,
Software engineer,Male,29,Spanish,False,3,1,38000,True,True,2,1,1,1.33,34686,True
CTO,Male,49,Portuguese,False,20,1,70000,True,True,0,3,1,1.33,64574,False
CTO,Female,44,British,False,20,2,70000,False,True,1,2,3,2.0,64168,False
Software developer,Male,34,British,False,9,8,29000,False,False,3,4,2,3.0,26105,False
Product owner,Male,35,French,False,12,1,40000,True,True,0,1,2,1.0,32236,False
Software architect,Female,32,Spanish,False,10,4,55000,False,True,1,3,2,2.0,47048,False
Product owner,Female,41,Indian,True,12,10,40000,False,False,3,0,2,1.67,32443,True
Sysops,Male,31,Turkish,True,7,5,273000,False,False,2,3,4,3.0,244407,False
Sysops,Male,35,Spanish,False,7,4,273000,False,False,1,0,0,0.33,,
Software engineer,Male,26,British,False,3,2,38000,False,False,1,3,2,2.0,37659,False
CTO,Male,49,Turkish,False,20,4,70000,False,False,4,3,0,2.33,60993,False
Scrum master,Female,43,Irish,False,19,7,47000,False,False,1,4,1,2.0,41018,False
Sysops,Male,30,Portuguese,True,7,1,273000,False,True,2,3,1,2.0,264776,True
Devops,Female,38,British,False,12,7,48000,False,False,0,1,1,0.67,,
Product owner,Male,36,Portuguese,False,12,11,40000,False,False,3,2,3,2.67,39638,False
Scrum master,Male,41,Indian,False,19,10,47000,False,False,4,1,4,3.0,44945,False
Software architect,Female,33,Irish,False,10,8,55000,False,True,1,1,0,0.67,,
Software engineer,Male,29,Portuguese,False,3,1,38000,True,False,0,0,2,0.67,,
CTO,Female,42,Irish,False,20,7,70000,False,False,3,0,1,1.33,68473,False
Software developer,Female,32,French,False,9,2,29000,True,True,0,0,4,1.33,23945,False
Scrum master,Female,48,Turkish,False,19,13,47000,False,False,0,4,0,1.33,44851,False
Devops,Female,37,Spanish,False,12,8,48000,False,True,4,3,1,2.67,38784,False
Product owner,Female,35,Italian,False,12,3,40000,False,False,3,4,0,2.33,36353,False
Sysops,Male,34,Irish,False,7,3,273000,True,True,3,0,3,2.0,252511,True
Software architect,Female,35,French,False,10,1,55000,False,True,2,3,0,1.67,46276,True
Sysops,Female,33,Turkish,False,7,1,273000,False,True,2,4,4,3.33,253545,False
Product owner,Male,35,British,False,12,3,40000,False,False,4,1,3,2.67,36189,False
Sysops,Female,35,Irish,False,7,1,273000,True,True,0,4,4,2.67,228286,False
Scrum master,Female,42,Portuguese,False,19,18,47000,True,False,1,3,1,1.67,40511,False
Software developer,Female,31,French,False,9,6,29000,False,False,0,4,0,1.33,26893,False
Software developer,Male,37,Spanish,False,9,8,29000,True,True,2,3,2,2.33,25714,False
Scrum master,Female,41,Brazilian,False,19,5,47000,False,False,2,2,2,2.0,42372,False
Software architect,Female,38,Indian,False,10,8,55000,True,False,0,2,0,0.67,,
Software architect,Male,32,Brazilian,False,10,3,55000,True,False,1,3,2,2.0,47689,False
Software developer,Female,38,French,True,9,6,29000,True,True,3,4,0,2.33,23509,False
Scrum master,Female,41,Indian,False,19,3,47000,False,False,1,2,1,1.33,43251,False
Sysops,Female,34,Indian,False,7,2,273000,True,False,4,1,1,2.0,245602,False
Scrum master,Female,47,Italian,True,19,8,47000,False,False,0,0,1,0.33,,
Sysops,Male,30,Irish,False,7,5,273000,False,True,0,4,2,2.0,235827,True
Software architect,Female,34,Turkish,False,10,2,55000,False,True,3,4,3,3.33,54346,True
Software engineer,Female,29,British,True,3,2,38000,True,True,4,0,3,2.33,34423,False
Software architect,Male,33,Turkish,True,10,4,55000,False,False,1,0,1,0.67,,
Software developer,Male,34,Portuguese,False,9,1,29000,False,False,3,2,4,3.0,24224,True
CTO,Female,42,Italian,False,20,9,70000,False,False,4,0,1,1.67,61065,False
Product owner,Male,36,Italian,False,12,8,40000,False,False,4,1,2,2.33,38785,True
Product owner,Male,37,Indian,True,12,7,40000,False,True,3,4,3,3.33,39655,False
Software engineer,Male,32,British,False,3,2,38000,True,False,2,3,4,3.0,32967,False
Scrum master,Female,48,Indian,False,19,16,47000,False,True,1,1,2,1.33,44461,False
CTO,Male,47,Brazilian,True,20,19,70000,False,False,1,2,4,2.33,58378,False
Software engineer,Female,29,French,False,3,1,38000,False,True,2,3,2,2.33,36468,False
Software architect,Male,36,Turkish,False,10,6,55000,False,False,4,3,0,2.33,44467,False
Software architect,Female,36,Turkish,False,10,5,55000,False,True,3,3,3,3.0,45613,True
Sysops,Female,34,Spanish,False,7,4,273000,False,True,2,4,3,3.0,261793,False
Scrum master,Female,41,Portuguese,False,19,15,47000,False,True,2,3,3,2.67,37877,False
Software architect,Female,32,Turkish,False,10,5,55000,False,True,4,4,0,2.67,44014,False
Software architect,Female,37,Portuguese,True,10,7,55000,True,True,4,3,2,3.0,52855,True
Software architect,Female,33,Portuguese,False,10,2,55000,False,True,2,1,1,1.33,50905,False
CTO,Female,43,Brazilian,True,20,14,70000,False,True,3,2,4,3.0,66630,True
Product owner,Female,40,Indian,False,12,5,40000,True,False,4,1,3,2.67,37028,False
Software developer,Female,35,British,True,9,5,29000,True,False,4,0,3,2.33,25427,True
Software architect,Male,34,Italian,False,10,4,55000,False,False,0,4,4,2.67,44142,True
Devops,Male,35,Spanish,True,12,3,48000,False,False,0,1,2,1.0,41595,False
CTO,Female,49,Spanish,True,20,3,70000,False,True,0,2,2,1.33,62504,True
Software architect,Male,36,Portuguese,False,10,7,55000,True,False,0,4,2,2.0,54444,False
Software engineer,Male,25,French,False,3,2,38000,False,True,1,2,4,2.33,31461,False
Product owner,Female,40,Italian,False,12,1,40000,True,False,3,0,2,1.67,37830,True
Devops,Male,37,Brazilian,True,12,2,48000,False,True,1,1,1,1.0,46730,False
Software architect,Female,39,Irish,False,10,6,55000,False,True,3,1,2,2.0,51865,True
Software architect,Female,37,Italian,False,10,4,55000,False,False,4,3,1,2.67,52876,True
Devops,Female,34,French,True,12,5,48000,True,True,4,0,1,1.67,46554,True
CTO,Female,46,French,False,20,5,70000,False,True,0,4,3,2.33,61853,False
Software architect,Male,35,Spanish,True,10,7,55000,True,True,2,0,1,1.0,54482,False
Scrum master,Male,45,Turkish,False,19,4,47000,False,False,4,0,3,2.33,44159,True
Scrum master,Female,41,Irish,False,19,7,47000,True,False,0,2,1,1.0,44198,False
Scrum master,Male,41,Indian,False,19,5,47000,True,True,1,1,2,1.33,46707,True
CTO,Male,47,Indian,False,20,3,70000,False,False,1,4,1,2.0,59295,False
Software architect,Male,32,French,False,10,4,55000,True,False,2,2,0,1.33,49457,False
Software architect,Male,35,Indian,False,10,4,55000,True,False,1,1,1,1.0,50294,False
Software architect,Female,36,Turkish,True,10,6,55000,False,False,1,0,0,0.33,,
Sysops,Female,30,French,False,7,3,273000,False,True,2,2,3,2.33,223808,True
Devops,Male,39,Turkish,False,12,11,48000,True,True,3,4,2,3.0,39183,True
Devops,Female,34,Irish,True,12,7,48000,False,True,2,4,4,3.33,46071,False
Software architect,Male,37,Irish,False,10,4,55000,False,False,1,0,0,0.33,,
Scrum master,Female,48,British,False,19,1,47000,False,True,0,0,1,0.33,,
CTO,Female,44,British,False,20,13,70000,False,True,0,3,1,1.33,60489,True
Scrum master,Male,42,British,False,19,5,47000,False,True,4,4,4,4.0,39111,False
Devops,Male,40,Indian,False,12,6,48000,False,False,0,4,2,2.0,46132,True
Software engineer,Male,29,British,False,3,2,38000,False,True,3,0,4,2.33,32472,True
Software architect,Female,39,British,False,10,6,55000,False,False,0,1,3,1.33,52089,False
Sysops,Female,32,Brazilian,False,7,5,273000,False,False,2,0,3,1.67,239334,True
Devops,Male,41,Italian,False,12,2,48000,True,True,0,1,1,0.67,,
Devops,Female,39,Indian,True,12,1,48000,False,False,2,2,4,2.67,41709,True
Software developer,Male,33,Italian,False,9,7,29000,False,False,2,3,3,2.67,26442,True
Devops,Male,37,Irish,True,12,4,48000,False,True,4,3,0,2.33,41898,False
Software engineer,Female,31,Spanish,False,3,1,38000,False,False,1,4,3,2.67,37227,False
Software architect,Male,37,Brazilian,True,10,7,55000,True,True,2,2,2,2.0,53610,False
Sysops,Female,31,French,False,7,6,273000,False,True,3,2,2,2.33,254710,False
Product owner,Male,39,Irish,False,12,7,40000,False,False,1,1,3,1.67,38013,True
Product owner,Male,37,Turkish,False,12,6,40000,True,False,1,4,4,3.0,34201,True
Scrum master,Female,45,Italian,False,19,13,47000,False,True,4,1,4,3.0,38163,False
Sysops,Female,32,Irish,False,7,2,273000,False,False,4,2,2,2.67,224872,True
Scrum master,Male,45,Irish,False,19,7,47000,False,True,0,3,1,1.33,37604,True
Devops,Male,34,Brazilian,True,12,5,48000,True,False,1,3,1,1.67,43336,True
Scrum master,Female,48,British,False,19,10,47000,False,False,0,2,3,1.67,44525,False
Sysops,Male,36,Italian,True,7,2,273000,False,False,1,4,0,1.67,239095,False
Devops,Male,34,Indian,False,12,9,48000,True,True,0,0,1,0.33,,
Software architect,Female,39,Indian,False,10,3,55000,True,True,3,1,3,2.33,48186,True
Product owner,Male,35,Brazilian,True,12,7,40000,True,False,2,1,3,2.0,34209,False
Software developer,Male,35,Turkish,False,9,6,29000,False,True,0,0,0,0.0,,
Software developer,Female,35,Spanish,False,9,4,29000,False,True,2,4,0,2.0,25148,True
Sysops,Male,33,Italian,True,7,5,273000,False,False,0,1,3,1.33,264360,True
Scrum master,Female,48,Brazilian,False,19,8,47000,False,False,3,3,3,3.0,43178,False
CTO,Female,48,British,True,20,9,70000,False,False,3,1,0,1.33,69116,True
Scrum master,Female,43,French,True,19,9,47000,False,True,3,1,2,2.0,45856,True
Scrum master,Female,47,Turkish,False,19,1,47000,True,False,1,0,3,1.33,41533,True
Software engineer,Male,31,Italian,False,3,2,38000,False,False,1,0,0,0.33,,
Software architect,Male,37,Turkish,False,10,6,55000,True,False,0,2,3,1.67,44732,True
Scrum master,Male,42,Portuguese,False,19,15,47000,False,False,0,4,2,2.0,46807,False
Software architect,Female,36,Brazilian,False,10,3,55000,False,True,0,4,4,2.67,54242,False
Product owner,Male,39,Spanish,False,12,8,40000,False,False,4,2,4,3.33,39294,True
Product owner,Female,38,Indian,False,12,3,40000,False,True,3,4,4,3.67,36037,False
Software engineer,Female,25,Irish,False,3,2,38000,False,False,3,0,0,1.0,35435,True
Sysops,Male,35,British,False,7,1,273000,True,True,3,1,1,1.67,230724,True
Software engineer,Male,30,Spanish,False,3,2,38000,False,True,4,2,1,2.33,34517,True
Product owner,Female,34,Portuguese,False,12,2,40000,False,False,3,2,0,1.67,34706,False
Devops,Female,37,Indian,False,12,8,48000,False,False,1,0,3,1.33,43314,True
Software developer,Female,37,Italian,False,9,8,29000,False,True,0,0,2,0.67,,
CTO,Female,45,Brazilian,True,20,19,70000,False,True,1,0,3,1.33,56027,False
Software architect,Female,33,Spanish,False,10,6,55000,False,True,4,1,2,2.33,47553,True
Scrum master,Male,48,British,False,19,17,47000,False,False,2,3,2,2.33,43655,True
Sysops,Female,29,Indian,True,7,5,273000,False,False,1,4,4,3.0,235131,False
Sysops,Male,30,French,False,7,1,273000,False,True,2,1,1,1.33,230260,False
Software architect,Female,35,Indian,False,10,9,55000,False,False,1,1,1,1.0,53611,False
Software developer,Male,33,Turkish,False,9,2,29000,True,True,4,3,1,2.67,25380,True
Devops,Male,40,French,False,12,7,48000,True,True,4,2,4,3.33,47503,True
Product owner,Male,39,French,False,12,6,40000,False,True,1,1,0,0.67,,
Software engineer,Male,30,Brazilian,False,3,1,38000,False,False,2,3,0,1.67,37673,False
Scrum master,Male,48,Brazilian,False,19,15,47000,False,True,3,4,3,3.33,43961,True
Software architect,Male,39,French,False,10,5,55000,False,False,3,3,0,2.0,44689,True
Sysops,Female,32,Turkish,False,7,3,273000,False,True,4,0,2,2.0,268202,False
Software architect,Male,37,Irish,False,10,5,55000,False,False,1,3,3,2.33,53458,False
Software engineer,Female,27,Brazilian,False,3,1,38000,False,False,2,0,3,1.67,36357,True
Devops,Female,41,Indian,False,12,2,48000,False,False,2,4,0,2.0,42245,False
Scrum master,Female,45,French,False,19,18,47000,True,False,4,4,0,2.67,40392,False
Sysops,Female,33,Irish,False,7,5,273000,False,True,1,3,4,2.67,247607,True
Scrum master,Female,45,Irish,True,19,2,47000,True,True,3,0,2,1.67,40918,False
Devops,Female,40,Turkish,True,12,11,48000,True,False,3,0,4,2.33,45236,True
Software developer,Male,31,Spanish,False,9,4,29000,True,False,2,1,2,1.67,28947,False
Software engineer,Male,29,Portuguese,True,3,1,38000,True,False,3,4,4,3.67,31889,True
